//BYTE	BYTE	BYTE	BYTE	BYTE	BYTE	BYTE	BYTE	BYTE	BYTE	
//btItemCodeType	btItemCodeIndex	btItemCodeLevel	btSkillOption	btAddOption	btLuckOption	btExOption	X	Y	Scale	
1										
14	53	0	0	0	0	0	0	0	50	//행운의부적
14	54	0	0	0	0	0	0	0	50	//카오스카드
13	43	0	0	0	0	0	0	0	50	//상승의인장
13	44	0	0	0	0	0	0	0	50	//풍요의인장
13	45	0	0	0	0	0	0	0	50	//유지의인장
13	46	0	0	0	0	0	0	0	50	//데빌스퀘어자유입장권
13	47	0	0	0	0	0	0	0	50	//블러드캐슬자유입장권
13	48	0	0	0	0	0	0	0	50	//칼리마자유입장권
13	59	0	0	0	0	0	0	0	50	//이동의인장
13	60	0	0	0	0	0	0	0	50	//면죄부
13	61	0	0	0	0	0	0	0	50	//환영의사원자유입장권
13	54	0	0	0	0	0	0	0	50	//힘리셋열매
13	55	0	0	0	0	0	0	0	50	//민첩리셋열매
13	56	0	0	0	0	0	0	0	50	//체력리셋열매
13	57	0	0	0	0	0	0	0	50	//에너지리셋열매
13	58	0	0	0	0	0	0	0	50	//통솔리셋열매
14	70	0	0	0	0	0	0	0	50	//엘리트치료물약
14	71	0	0	0	0	0	0	0	50	//엘리트마나물약
14	72	0	0	0	0	0	0	0	50	//신속의스크롤
14	73	0	0	0	0	0	0	0	50	//방어의스크롤
14	74	0	0	0	0	0	0	0	50	//분노의스크롤
14	75	0	0	0	0	0	0	0	50	//마력의스크롤
14	76	0	0	0	0	0	0	0	50	//체력의스크롤
14	77	0	0	0	0	0	0	0	50	//마나의스크롤
14	78	0	0	0	0	0	0	0	50	//힘의비약
14	79	0	0	0	0	0	0	0	50	//민첩의비약
14	80	0	0	0	0	0	0	0	50	//체력의비약
14	81	0	0	0	0	0	0	0	50	//에너지의비약
14	82	0	0	0	0	0	0	0	50	//통솔의비약
14	91	0	0	0	0	0	0	0	50	//소환술사캐릭터카드
14	92	0	0	0	0	0	0	0	50	//카오스카드골드
14	93	0	0	0	0	0	0	0	50	//카오스카드레어
14	94	0	0	0	0	0	0	0	50	//중간엘리트치료물약
14	95	0	0	0	0	0	0	0	50	//카오스카드미니
end										
