////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////																																												
//	[ Text  Version ]	0.0.0.1																																										
//	[File Name]	ChaosCastleFinalMonster.txt																																										
//	[서버/클라]	서버 전용																																										
//	[ 최종 작업자 ]	이기수																																										
//	[ 최종 작업일 ]	2012-11-15 3:57 PM																																										
//	[ 작 업 내 용 ]	최초 작성																																										
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////																																												
//최강자전 카오스캐슬 전용 스크립트																																												
// 																																												
// 카캐 최강자전 몬스터 추가																																												
// 타입	맵번호	이동범위	시작X	시작Y	방향																																							
	644	97	30	26	105	6																																						
	645	97	30	26	98	6																																						
	644	97	30	28	90	6																																						
	645	97	30	27	86	6																																						
	644	97	30	28	82	6																																						
	645	97	30	26	79	6																																						
	644	97	30	34	78	6																																						
	645	97	30	33	81	6																																						
	644	97	30	39	78	6																																						
	645	97	30	26	77	6																																						
	644	97	30	38	80	6																																						
	645	97	30	43	77	6																																						
	644	97	30	38	86	6																																						
	645	97	30	43	84	6																																						
	644	97	30	41	82	6																																						
	645	97	30	27	94	6																																						
	644	97	30	32	91	6																																						
	645	97	30	29	84	6																																						
	644	97	30	42	90	6																																						
	645	97	30	44	87	6																																						
	644	97	30	30	78	6																																						
	645	97	30	38	92	6																																						
	644	97	30	40	98	6																																						
	645	97	30	29	101	6																																						
	644	97	30	33	103	6																																						
	645	97	30	38	89	6																																						
	644	97	30	42	105	6																																						
	645	97	30	42	99	6																																						
	644	97	30	35	105	6																																						
	645	97	30	29	93	6																																						
	644	97	30	28	97	6																																						
	645	97	30	26	84	6																																						
	644	97	30	28	79	6																																						
	644	97	30	25	82	6																																						
	645	97	30	29	76	6																																						
	644	97	30	33	76	6																																						
	645	97	30	35	79	6																																						
	644	97	30	31	80	6																																						
	645	97	30	41	79	6																																						
	644	97	30	38	76	6																																						
	645	97	30	36	81	6																																						
	644	97	30	39	82	6																																						
	645	97	30	41	86	6																																						
	644	97	30	42	94	6																																						
	645	97	30	35	92	6																																						
	644	97	30	34	90	6																																						
	645	97	30	38	101	6																																						
	644	97	30	30	105	6																																						
	645	97	30	26	102	6																																						
	644	97	30	28	100	6																																						
	645	97	30	38	106	6																																						
	644	97	30	35	102	6																																						
	645	97	30	42	102	6																																						
	644	97	30	43	96	6																																						
	645	97	30	30	88	6																																						
	644	97	30	25	91	6																																						
	645	97	30	29	91	6																																						
	644	97	30	30	98	6																																						
	645	97	30	41	93	6																																						
	644	97	30	41	89	6																																						
	645	97	30	43	91	6																																						
	644	97	30	39	95	6																																						
	645	97	30	32	101	6																																						
	644	97	30	29	103	6																																						
	645	97	30	33	105	6																																						
	644	97	30	25	97	6																																						
	645	97	30	24	94	6																																						
	644	97	30	27	88	6																																						
	645	97	30	32	94	6																																						
	644	97	30	32	89	6																																						
	645	97	30	36	92	6																																						
	644	97	30	37	89	6																																						
	645	97	30	40	91	6																																						
	644	97	30	38	99	6																																						
	645	97	30	40	101	6																																						
	644	97	30	43	81	6																																						
	645	97	30	36	76	6																																						
	644	97	30	42	75	6																																						
	645	97	30	26	75	6																																						
	644	97	30	24	80	6																																						
	645	97	30	30	82	6																																						
	644	97	30	24	89	6																																						
	645	97	30	24	86	6																																						
	644	97	30	24	101	6																																						
	645	97	30	37	104	6																																						
	644	97	30	41	96	6																																						
	645	97	30	39	87	6																																						
	644	97	30	41	76	6																																						
	645	97	30	38	84	6																																						
	644	97	30	38	96	6																																						
	645	97	30	30	95	6																																						
	644	97	30	32	78	6																																						
	645	97	30	29	86	6																																						
	644	97	30	27	104	6																																						
	645	97	30	40	104	6																																						
	644	97	30	44	102	6																																						
	645	97	30	43	98	6																																						
	644	97	30	39	93	6																																						
	645	97	30	41	84	6																																						
end		
