//////////////////////////////////////////////////////////////////////////////////////											
// EventItemBag 61											
//	[ Start  ] 	2011-11-23									
//	[ Latest ]	2014-08-14 02:09 PM									
//	[ Author ]	김의건									
//	[ Version ]	0.0.0.4									
//	[ Text ]	신규 세트 아이템 추가									
//	[ Desc ]										
//////////////////////////////////////////////////////////////////////////////////////											
//레벨대를 지정하여 해당 레벨대에 맞는 아이템을 드랍											
//한번에 여러 개의 아이템을 드랍할수도 있음											
//4번 카테고리 설정 시 아이템 드랍과 함께 젠 드랍도 설정 가능											
//1. 레벨대											
//Index	Level_min	Level_max									
0											
0	1	100									
1	101	200									
2	201	300									
3	301	400									
4	401	850									
//5											
//6											
//7											
//8											
//9											
end											
//2. 아이템 그룹 											
//세트 아이템 드랍 시 아이템의 인덱스와 타입만 기입하면 해당 세트 아이템이 드랍											
//Level_index	Type	Index	MinLevel	MaxLevel	Skill	LuckOption	AddOption	ExOption	IsSetItem	Rate	
1											
//1~100 레벨											
//보석류											
0	12	30	0	0	0	0	0	0	0	1	//축복의보석묶음
0	12	31	0	0	0	0	0	0	0	2	//영혼의보석묶음
0	14	13	0	0	0	0	0	0	0	1000	//축복의보석
0	14	16	0	0	0	0	0	0	0	1500	//생명의보석
0	14	14	0	0	0	0	0	0	0	2000	//영혼의보석
0	14	22	0	0	0	0	0	0	0	2500	//창조의보석
0	12	15	0	0	0	0	0	0	0	3000	//혼돈의보석
//검류											
0	0	14	0	0	1	1	1	1	0	1990	//번개검
0	0	13	0	0	1	1	1	1	0	2200	//더블블레이드
0	0	5	0	0	1	1	1	1	0	3400	//블레이드
0	0	15	0	0	1	1	1	1	0	4600	//거대한검
0	0	6	0	0	1	1	1	1	0	4800	//그라디우스
0	0	7	0	0	1	1	1	1	0	4000	//펄션
0	0	8	0	0	1	1	1	1	0	4200	//서펜트볼그
0	0	9	0	0	1	1	1	1	0	5300	//셀러멘더검
0	0	10	0	0	1	1	1	1	0	5200	//빛의검
0	0	11	0	0	1	1	1	1	0	5100	//전설의검
0	0	12	0	0	1	1	1	1	0	5000	//태양검
//도끼류											
0	1	5	0	0	1	1	1	1	0	5110	//전투도끼
0	1	6	0	0	1	1	1	1	0	5210	//니케아도끼
0	1	7	0	0	1	1	1	1	0	6410	//라르칸도끼
0	1	8	0	0	1	1	1	1	0	6310	//반월도끼
//둔기류											
0	2	4	0	0	1	1	1	1	0	6110	//크리스탈모닝스타
0	2	3	0	0	1	1	1	1	0	6210	//그레이트해머
//창류											
0	3	9	0	0	1	1	1	1	0	6100	//발록의낫
0	3	8	0	0	1	1	1	1	0	6200	//그레이트사이드
//방패류											
0	6	13	0	0	1	1	1	1	0	8000	//드라곤방패
0	6	14	0	0	1	1	1	1	0	8200	//전설의방패
0	6	5	0	0	1	1	1	1	0	8400	//드래곤슬레이어방패
0	6	16	0	0	1	1	1	1	0	8600	//엘리멘탈방패
0	6	3	0	0	1	1	1	1	0	8800	//요정방패
0	6	0	0	0	1	1	1	1	0	9779	//원형방패
0	6	4	0	0	1	1	1	1	0	11000	//버클러
0	6	6	0	0	1	1	1	1	0	10900	//해골방패
0	6	7	0	0	1	1	1	1	0	10800	//스파이크방패
0	6	9	0	0	1	1	1	1	0	10700	//철판방패
0	6	10	0	0	1	1	1	1	0	10600	//큰원형방패
//활,석궁류											
0	4	13	0	0	1	1	1	1	0	5120	//블루윙석궁
