///////////////////////////////////////////////////////////////////////////////////////////////
//텍스트 버전 V.1.0.0.0
//최종 작업자 - 김혜화
//최종 작업일 - 오후 5:51 2006-07-18
//형식: 칸투르 몬스터 좌표
///////////////////////////////////////////////////////////////////////////////////////////////

//
//	첫 번째, 두 번째 마야 몬스터 50마리와의 전투
// Group Type 	Mapnumber 	Distance 	X 	Y 	Dir 	
///////////////////////////////////////////////////////////////////////////////////////////////
0
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   354   39  3  196  80   -1  	// 블레이드헌터
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   360   39  3  196  80   -1  	// 드레드피어
   0   364   39  0  188  112   -1  	// 마야
end

//
//	세 번째 마야 몬스터 50마리와의 전투
// Group Type 	Mapnumber 	Distance 	X 	Y 	Dir 		
///////////////////////////////////////////////////////////////////////////////////////////////
0
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   360   39 3  196  80  -1  	// 드레드피어
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   359   39 3  196  80  -1  	// 트윈테일
   1   364   39 0  188  112   -1  	// 마야
end

//
//	나이트메어전 몬스터와의 전투 - 처음 리젠되는 몬스터
// Group Type 	Mapnumber 	Distance 	X 	Y 	Dir 		
///////////////////////////////////////////////////////////////////////////////////////////////
0
   2   361   39 3  80   100 -1   	// 나이트메어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   360   39 3  80   100 -1   	// 드레드피어
   2   357   39 3  80   100 -1   	// 제노사이더  
   2   357   39 3  80   100 -1   	// 제노사이더
   2   357   39 3  80   100 -1   	// 제노사이더
   2   357   39 3  80   100 -1   	// 제노사이더
   2   357   39 3  80   100 -1   	// 제노사이더
   2   357   39 3  80   100 -1   	// 제노사이더  
   2   357   39 3  80   100 -1   	// 제노사이더
   2   357   39 3  80   100 -1   	// 제노사이더
   2   357   39 3  80   100 -1   	// 제노사이더
   2   357   39 3  80   100 -1   	// 제노사이더
   2   358   39 3  80   100 -1   	// 페르소나
   2   358   39 3  80   100 -1   	// 페르소나
   2   358   39 3  80   100 -1   	// 페르소나
   2   358   39 3  80   100 -1   	// 페르소나
   2   358   39 3  80   100 -1   	// 페르소나
   2   358   39 3  80   100 -1   	// 페르소나
   2   358   39 3  80   100 -1   	// 페르소나
   2   358   39 3  80   100 -1   	// 페르소나
   2   358   39 3  80   100 -1   	// 페르소나
   2   358   39 3  80   100 -1   	// 페르소나
end

//
//	마야 몬스터 50마리와의 전투
// Group Type 	Mapnumber 	Distance 	X 	Y 	Dir 	
///////////////////////////////////////////////////////////////////////////////////////////////
0
   3   362   39  3  196  80   -1  	// 마야 왼손
