//////////////////////////////////////////////////////////////////////////////////////															
// LuckyItem01															
//	[ Start  ] 	2010-09-06													
//	[ Latest ]	2010-09-06 2010-09-06													
//	[ Author ]	이기수													
//	[ Version ]	0.0.0.1													
//	[ Text ]	럭키아이템 스크립트 시작													
//	[ Desc ]	럭키아이템 스크립트 시작													
//////////////////////////////////////////////////////////////////////////////////////															
//CLASS_법사	0														
//CLASS_기사	1														
//CLASS_요정	2														
//CLASS_마검사	3														
//CLASS_다크로드	4														
//CLASS_소환술사	5														
//CLASS_레이지파이터	6														
//CLASS_그로우랜서	7														
															
0															
	// Type	Index	아이템 종류												
	13	137	2	//투구											
	13	135	3	//갑옷											
	13	136	4	//바지											
	13	138	5	//장갑											
	13	139	6	//부츠											
end															
//아이템 리스트															
	// Type	Index	Skill	LuckOption	AddOption	종족									
	//투구														
2															
	7	62	0	1	1	1	//모로스의 비늘헬멧								
	7	62	0	1	1	4	//모로스의 비늘헬멧								
	7	62	0	1	1	6	//모로스의 비늘헬멧								
	7	63	0	1	1	2	//디오네의 실크헬멧								
	7	64	0	1	1	0	//하데스의 스핑크스헬멧								
	7	65	0	1	1	5	//오피온의 바이올렌윈드헬멧								
	7	96	0	1	1	7	//드리아의 로우버스트헬멧								
end															
	//갑옷														
3															
	8	62	0	1	1	1	//모로스의 비늘갑옷								
	8	62	0	1	1	4	//모로스의 비늘갑옷								
	8	62	0	1	1	6	//모로스의 비늘갑옷								
	8	63	0	1	1	2	//디오네의 실크갑옷								
	8	64	0	1	1	0	//하데스의 스핑크스갑옷								
	8	64	0	1	1	3	//하데스의 스핑크스갑옷								
	8	65	0	1	1	5	//오피온의 바이올렌윈드갑옷								
	8	96	0	1	1	7	//드리아의 로우버스트갑옷								
end															
	//바지														
4															
	9	62	0	1	1	1	//모로스의 비늘바지								
	9	62	0	1	1	4	//모로스의 비늘바지								
	9	62	0	1	1	6	//모로스의 비늘바지								
	9	63	0	1	1	2	//디오네의 실크바지								
	9	64	0	1	1	0	//하데스의 스핑크스바지								
	9	64	0	1	1	3	//하데스의 스핑크스바지								
	9	65	0	1	1	5	//오피온의 바이올렌윈드바지								
	9	96	0	1	1	7	//드리아의 로우버스트바지								
end															
	//장갑														
5															
	10	62	0	1	1	1	//모로스의 비늘장갑								
	10	62	0	1	1	4	//모로스의 비늘장갑								
	10	63	0	1	1	2	//디오네의 실크장갑								
	10	64	0	1	1	0	//하데스의 스핑크스장갑								
	10	64	0	1	1	3	//하데스의 스핑크스장갑								
	10	65	0	1	1	5	//오피온의 바이올렌윈드장갑								
	10	96	0	1	1	7	//드리아의 로우버스트장갑								
end															
	//부츠														
6															
	11	62	0	1	1	1	//모로스의 비늘부츠								
	11	62	0	1	1	4	//모로스의 비늘부츠								
	11	62	0	1	1	6	//모로스의 비늘부츠								
	11	63	0	1	1	2	//디오네의 실크부츠								
	11	64	0	1	1	0	//하데스의 스핑크스부츠								
	11	64	0	1	1	3	//하데스의 스핑크스부츠								
	11	65	0	1	1	5	//오피온의 바이올렌윈드부츠								
	11	96	0	1	1	7	//드리아의 로우버스트부츠								
end															
	//아이템 레벨확률 총합은 1000000이 되야함														
	// MinLevel	MaxLevel	확률	// MinLevel	MaxLevel	확률	// MinLevel	MaxLevel		// MinLevel	MaxLevel	확률	// MinLevel	MaxLevel	확률
20															
// 컬럼을 럭키아이템과 개수를 맞춘다.															
//Index	2	//투구	3	//갑옷	4	//바지	5	//장갑	6	//부츠					
0	0	34286	0	34286	0	34286	0	34286	0	34286					
1	1	68571	1	68571	1	68571	1	68571	1	68571					
2	2	102857	2	102857	2	102857	2	102857	2	102857					
3	3	205714	3	205714	3	205714	3	205714	3	205714					
4	4	171429	4	171429	4	171429	4	171429	4	171429					
5	5	137143	5	137143	5	137143	5	137143	5	137143					
6	6	117188	6	117188	6	117188	6	117188	6	117188					
7	7	78125	7	78125	7	78125	7	78125	7	78125					
8	8	54688	8	54688	8	54688	8	54688	8	54688					
9	9	9412	9	9412	9	9412	9	9412	9	9412					
10	10	7059	10	7059	10	7059	10	7059	10	7059					
11	11	4706	11	4706	11	4706	11	4706	11	4706					
12	12	3529	12	3529	12	3529	12	3529	12	3529					
13	13	2353	13	2353	13	2353	13	2353	13	2353					
14	14	1765	14	1765	14	1765	14	1765	14	1765					
15	15	1175	15	1175	15	1175	15	1175	15	1175					
//		1000000		1000000		1000000		1000000		1000000					
end															
21	// 각 추가 옵션이 붙을 확률 ( 총합은 1000000이 되야함) AddOption														
// 컬럼을 럭키아이템과 개수를 맞춘다.															
//Index	2:투구	3:갑옷	4:바지	5:장갑	6:부츠										
0	600000	600000	500000	400000	300000	// +0									
1	200000	200000	200000	200000	200000	// +4									
2	100000	100000	100000	100000	100000	// +8									
3	100000	100000	200000	300000	400000	// +12									
end															
22	// 각 추가 옵션이 붙을 확률 ( 총합은 1000000이 되야함) SetOpt														
// 컬럼을 럭키아이템과 개수를 맞춘다.															
//Index	2:투구	3:갑옷	4:바지	5:장갑	6:부츠										
0	700000	700000	700000	700000	700000	//									
1	300000	300000	300000	300000	300000	//									
															
end															
23															
// 컬럼을 럭키아이템과 개수를 맞춘다.															
//Index	2	//투구	3	//갑옷	4	//바지	5	//장갑	6	//부츠					
0	0	255	0	0	255	0	0	255	0	0	255	0	0	255	0
1	1	254	10	1	254	10	1	254	10	1	254	10	1	254	10
2	1	254	10	1	254	10	1	254	10	1	254	10	1	254	10
3	1	254	10	1	254	10	1	254	10	1	254	10	1	254	10
4	1	254	10	1	254	10	1	254	10	1	254	10	1	254	10
5	1	254	10	1	254	10	1	254	10	1	254	10	1	254	10
6	1	254	10	1	254	10	1	254	10	1	254	10	1	254	10
7	1	254	10	1	254	10	1	254	10	1	254	10	1	254	10
8	1	254	10	1	254	10	1	254	10	1	254	10	1	254	10
9	1	254	10	1	254	10	1	254	10	1	254	10	1	254	10
end															
end															
