//////////////////////////////////////////////////////////////////////////////////////												
// [블러드캐슬 1]	EachMonsterBag11											
// [ Start  ] 	2015-03-20											
// [ Latest ]	2015-03-20 17:26											
// [ Author ]	박혜진											
// [ Version ]	0.0.0.1											
// [ Text ]												
// [ Desc ]	맵에 출현하는 몬스터 별로 드롭하는 아이템 리스트를 작성하는 스크립트											
//////////////////////////////////////////////////////////////////////////////////////												
//참여 횟수	1											
//몬스터 명	오크전사1		오크궁수1	흑해골전사1	자이언트오거1	붉은해골기사1	마법해골1					
//사냥 수	100		100	50	50	10	10					
//참여 횟수*사냥 수	몬스터 속성	100	100	50	50	10	10					
//몬스터 인덱스		아이템 타입	아이템 인덱스	최소레벨	최대레벨	개수	스킬	행운	추가옵션	엑설런트 	속성 아이템	확률 (1/1000000)
//오크전사1												
84	-1	1	2	0	0	0	0	2	0	1	0	96
84	-1	1	3	0	0	0	0	2	0	1	0	96
84	-1	2	1	0	0	0	0	2	0	1	0	96
84	-1	2	2	0	0	0	0	2	0	1	0	96
84	-1	4	9	0	0	0	0	2	0	1	0	96
84	-1	4	2	0	0	0	0	2	0	1	0	96
84	-1	4	10	0	0	0	0	2	0	1	0	96
84	-1	4	3	0	0	0	0	2	0	1	0	96
84	-1	0	2	0	0	0	0	2	0	1	0	96
84	-1	0	4	0	0	0	0	2	0	1	0	96
84	-1	0	3	0	0	0	0	2	0	1	0	96
84	-1	0	6	0	0	0	0	2	0	1	0	96
84	-1	0	7	0	0	0	0	2	0	1	0	96
84	-1	3	5	0	0	0	0	2	0	1	0	96
84	-1	3	6	0	0	0	0	2	0	1	0	96
84	-1	3	2	0	0	0	0	2	0	1	0	96
84	-1	3	13	0	0	0	0	2	0	1	0	96
84	-1	5	2	0	0	0	0	2	0	1	0	96
84	-1	5	14	0	0	0	0	2	0	1	0	96
84	-1	5	15	0	0	0	0	2	0	1	0	96
84	-1	2	8	0	0	0	0	2	0	1	0	96
84	-1	6	1	0	0	0	0	2	0	1	0	96
84	-1	6	2	0	0	0	0	2	0	1	0	96
84	-1	6	29	0	0	0	0	2	0	1	0	96
84	-1	6	6	0	0	0	0	2	0	1	0	96
84	-1	6	10	0	0	0	0	2	0	1	0	96
84	-1	6	3	0	0	0	0	2	0	1	0	96
84	-1	7	6	0	0	0	0	2	0	1	0	96
84	-1	8	6	0	0	0	0	2	0	1	0	96
84	-1	10	6	0	0	0	0	2	0	1	0	96
84	-1	9	6	0	0	0	0	2	0	1	0	96
84	-1	11	6	0	0	0	0	2	0	1	0	96
84	-1	7	7	0	0	0	0	2	0	1	0	96
84	-1	8	7	0	0	0	0	2	0	1	0	96
84	-1	10	7	0	0	0	0	2	0	1	0	96
84	-1	9	7	0	0	0	0	2	0	1	0	96
84	-1	11	7	0	0	0	0	2	0	1	0	96
84	-1	7	39	0	0	0	0	2	0	1	0	96
84	-1	8	39	0	0	0	0	2	0	1	0	96
84	-1	10	39	0	0	0	0	2	0	1	0	96
84	-1	9	39	0	0	0	0	2	0	1	0	96
84	-1	11	39	0	0	0	0	2	0	1	0	96
84	-1	7	12	0	0	0	0	2	0	1	0	96
84	-1	8	12	0	0	0	0	2	0	1	0	96
84	-1	10	12	0	0	0	0	2	0	1	0	96
84	-1	9	12	0	0	0	0	2	0	1	0	96
84	-1	11	12	0	0	0	0	2	0	1	0	96
84	-1	7	91	0	0	0	0	2	0	1	0	96
84	-1	8	91	0	0	0	0	2	0	1	0	96
84	-1	10	91	0	0	0	0	2	0	1	0	96
84	-1	9	91	0	0	0	0	2	0	1	0	96
84	-1	11	91	0	0	0	0	2	0	1	0	96
//오크궁수1												
85	-1	1	2	0	0	0	0	2	0	1	0	96
85	-1	1	3	0	0	0	0	2	0	1	0	96
85	-1	2	1	0	0	0	0	2	0	1	0	96
85	-1	2	2	0	0	0	0	2	0	1	0	96
85	-1	4	9	0	0	0	0	2	0	1	0	96
85	-1	4	2	0	0	0	0	2	0	1	0	96
85	-1	4	10	0	0	0	0	2	0	1	0	96
85	-1	4	3	0	0	0	0	2	0	1	0	96
85	-1	0	2	0	0	0	0	2	0	1	0	96
85	-1	0	4	0	0	0	0	2	0	1	0	96
85	-1	0	3	0	0	0	0	2	0	1	0	96
85	-1	0	6	0	0	0	0	2	0	1	0	96
85	-1	0	7	0	0	0	0	2	0	1	0	96
85	-1	3	5	0	0	0	0	2	0	1	0	96
85	-1	3	6	0	0	0	0	2	0	1	0	96
85	-1	3	2	0	0	0	0	2	0	1	0	96
85	-1	3	13	0	0	0	0	2	0	1	0	96
85	-1	5	2	0	0	0	0	2	0	1	0	96
85	-1	5	14	0	0	0	0	2	0	1	0	96
85	-1	5	15	0	0	0	0	2	0	1	0	96
85	-1	2	8	0	0	0	0	2	0	1	0	96
85	-1	6	1	0	0	0	0	2	0	1	0	96
85	-1	6	2	0	0	0	0	2	0	1	0	96
85	-1	6	29	0	0	0	0	2	0	1	0	96
85	-1	6	6	0	0	0	0	2	0	1	0	96
85	-1	6	10	0	0	0	0	2	0	1	0	96
85	-1	6	3	0	0	0	0	2	0	1	0	96
85	-1	7	6	0	0	0	0	2	0	1	0	96
85	-1	8	6	0	0	0	0	2	0	1	0	96
85	-1	10	6	0	0	0	0	2	0	1	0	96
85	-1	9	6	0	0	0	0	2	0	1	0	96
85	-1	11	6	0	0	0	0	2	0	1	0	96
85	-1	7	7	0	0	0	0	2	0	1	0	96
85	-1	8	7	0	0	0	0	2	0	1	0	96
85	-1	10	7	0	0	0	0	2	0	1	0	96
85	-1	9	7	0	0	0	0	2	0	1	0	96
85	-1	11	7	0	0	0	0	2	0	1	0	96
85	-1	7	39	0	0	0	0	2	0	1	0	96
85	-1	8	39	0	0	0	0	2	0	1	0	96
85	-1	10	39	0	0	0	0	2	0	1	0	96
85	-1	9	39	0	0	0	0	2	0	1	0	96
85	-1	11	39	0	0	0	0	2	0	1	0	96
85	-1	7	12	0	0	0	0	2	0	1	0	96
85	-1	8	12	0	0	0	0	2	0	1	0	96
85	-1	10	12	0	0	0	0	2	0	1	0	96
85	-1	9	12	0	0	0	0	2	0	1	0	96
85	-1	11	12	0	0	0	0	2	0	1	0	96
85	-1	7	91	0	0	0	0	2	0	1	0	96
85	-1	8	91	0	0	0	0	2	0	1	0	96
85	-1	10	91	0	0	0	0	2	0	1	0	96
85	-1	9	91	0	0	0	0	2	0	1	0	96
85	-1	11	91	0	0	0	0	2	0	1	0	96
//흑해골전사1												
86	-1	1	2	0	0	0	0	2	0	1	0	192
86	-1	1	3	0	0	0	0	2	0	1	0	192
86	-1	2	1	0	0	0	0	2	0	1	0	192
86	-1	2	2	0	0	0	0	2	0	1	0	192
86	-1	4	9	0	0	0	0	2	0	1	0	192
86	-1	4	2	0	0	0	0	2	0	1	0	192
86	-1	4	10	0	0	0	0	2	0	1	0	192
86	-1	4	3	0	0	0	0	2	0	1	0	192
86	-1	0	2	0	0	0	0	2	0	1	0	192
86	-1	0	4	0	0	0	0	2	0	1	0	192
86	-1	0	3	0	0	0	0	2	0	1	0	192
86	-1	0	6	0	0	0	0	2	0	1	0	192
86	-1	0	7	0	0	0	0	2	0	1	0	192
86	-1	3	5	0	0	0	0	2	0	1	0	192
86	-1	3	6	0	0	0	0	2	0	1	0	192
86	-1	3	2	0	0	0	0	2	0	1	0	192
86	-1	3	13	0	0	0	0	2	0	1	0	192
86	-1	5	2	0	0	0	0	2	0	1	0	192
86	-1	5	14	0	0	0	0	2	0	1	0	192
86	-1	5	15	0	0	0	0	2	0	1	0	192
86	-1	2	8	0	0	0	0	2	0	1	0	192
86	-1	6	1	0	0	0	0	2	0	1	0	192
86	-1	6	2	0	0	0	0	2	0	1	0	192
86	-1	6	29	0	0	0	0	2	0	1	0	192
86	-1	6	6	0	0	0	0	2	0	1	0	192
86	-1	6	10	0	0	0	0	2	0	1	0	192
86	-1	6	3	0	0	0	0	2	0	1	0	192
86	-1	7	6	0	0	0	0	2	0	1	0	192
86	-1	8	6	0	0	0	0	2	0	1	0	192
86	-1	10	6	0	0	0	0	2	0	1	0	192
86	-1	9	6	0	0	0	0	2	0	1	0	192
86	-1	11	6	0	0	0	0	2	0	1	0	192
86	-1	7	7	0	0	0	0	2	0	1	0	192
86	-1	8	7	0	0	0	0	2	0	1	0	192
86	-1	10	7	0	0	0	0	2	0	1	0	192
86	-1	9	7	0	0	0	0	2	0	1	0	192
86	-1	11	7	0	0	0	0	2	0	1	0	192
86	-1	7	39	0	0	0	0	2	0	1	0	192
86	-1	8	39	0	0	0	0	2	0	1	0	192
86	-1	10	39	0	0	0	0	2	0	1	0	192
86	-1	9	39	0	0	0	0	2	0	1	0	192
86	-1	11	39	0	0	0	0	2	0	1	0	192
86	-1	7	12	0	0	0	0	2	0	1	0	192
86	-1	8	12	0	0	0	0	2	0	1	0	192
86	-1	10	12	0	0	0	0	2	0	1	0	192
86	-1	9	12	0	0	0	0	2	0	1	0	192
86	-1	11	12	0	0	0	0	2	0	1	0	192
86	-1	7	91	0	0	0	0	2	0	1	0	192
86	-1	8	91	0	0	0	0	2	0	1	0	192
86	-1	10	91	0	0	0	0	2	0	1	0	192
86	-1	9	91	0	0	0	0	2	0	1	0	192
86	-1	11	91	0	0	0	0	2	0	1	0	192
//자이언트오거1												
87	-1	1	2	0	0	0	0	2	0	1	0	192
87	-1	1	3	0	0	0	0	2	0	1	0	192
87	-1	2	1	0	0	0	0	2	0	1	0	192
87	-1	2	2	0	0	0	0	2	0	1	0	192
87	-1	4	9	0	0	0	0	2	0	1	0	192
87	-1	4	2	0	0	0	0	2	0	1	0	192
87	-1	4	10	0	0	0	0	2	0	1	0	192
87	-1	4	3	0	0	0	0	2	0	1	0	192
87	-1	0	2	0	0	0	0	2	0	1	0	192
87	-1	0	4	0	0	0	0	2	0	1	0	192
87	-1	0	3	0	0	0	0	2	0	1	0	192
87	-1	0	6	0	0	0	0	2	0	1	0	192
87	-1	0	7	0	0	0	0	2	0	1	0	192
87	-1	3	5	0	0	0	0	2	0	1	0	192
87	-1	3	6	0	0	0	0	2	0	1	0	192
87	-1	3	2	0	0	0	0	2	0	1	0	192
87	-1	3	13	0	0	0	0	2	0	1	0	192
87	-1	5	2	0	0	0	0	2	0	1	0	192
87	-1	5	14	0	0	0	0	2	0	1	0	192
87	-1	5	15	0	0	0	0	2	0	1	0	192
87	-1	2	8	0	0	0	0	2	0	1	0	192
87	-1	6	1	0	0	0	0	2	0	1	0	192
87	-1	6	2	0	0	0	0	2	0	1	0	192
87	-1	6	29	0	0	0	0	2	0	1	0	192
87	-1	6	6	0	0	0	0	2	0	1	0	192
87	-1	6	10	0	0	0	0	2	0	1	0	192
87	-1	6	3	0	0	0	0	2	0	1	0	192
87	-1	7	6	0	0	0	0	2	0	1	0	192
87	-1	8	6	0	0	0	0	2	0	1	0	192
87	-1	10	6	0	0	0	0	2	0	1	0	192
87	-1	9	6	0	0	0	0	2	0	1	0	192
