//////////////////////////////////////////////////////////////////////////////////////													
// [칼리마4]	EachMonsterBag27												
// [ Start  ] 	2015-03-20												
// [ Latest ]	2015-03-20 17:26												
// [ Author ]	박혜진												
// [ Version ]	0.0.0.1												
// [ Text ]													
// [ Desc ]	맵에 출현하는 몬스터 별로 드롭하는 아이템 리스트를 작성하는 스크립트												
//////////////////////////////////////////////////////////////////////////////////////													
													
//사냥 마리 수	32400												
													
//몬스터 인덱스	몬스터 속성	아이템 타입	아이템 인덱스	최소레벨	최대레벨	개수	스킬	행운	추가옵션	엑설런트 	속성 아이템	확률 (1/1000000)	아이템 명
//이시스4 62													160
193	-1	1	7	0	0	0	2	2	0	0	0	673	//라르칸도끼
193	-1	1	8	0	0	0	2	2	0	0	0	673	//반월도끼
193	-1	4	12	0	0	0	2	2	0	0	0	673	//서펜트석궁
193	-1	4	5	0	0	0	2	2	0	0	0	673	//실버보우
193	-1	0	11	0	0	0	2	2	0	0	0	673	//전설의검
193	-1	0	13	0	0	0	2	2	0	0	0	673	//더블블레이드
193	-1	0	15	0	0	0	2	2	0	0	0	673	//거대한검
193	-1	0	32	0	0	0	2	2	0	0	0	673	//세크리드글러브
193	-1	0	12	0	0	0	2	2	0	0	0	673	//태양검
193	-1	0	14	0	0	0	2	2	0	0	0	673	//번개검
193	-1	3	4	0	0	0	2	2	0	0	0	673	//서펜트스피어
193	-1	3	8	0	0	0	2	2	0	0	0	673	//그레이트사이드
193	-1	5	4	0	0	0	2	2	0	0	0	673	//고르곤지팡이
193	-1	5	5	0	0	0	2	2	0	0	0	673	//전설의지팡이
193	-1	5	16	0	0	0	2	2	0	0	0	673	//레드윙스틱
193	-1	5	21	0	0	0	2	2	0	0	0	673	//사아무트의서
193	-1	5	22	0	0	0	2	2	0	0	0	673	//닐의서
193	-1	2	8	0	0	0	2	2	0	0	0	673	//배틀셉터
193	-1	6	11	0	0	0	2	2	0	0	0	673	//서펜트방패
193	-1	6	14	0	0	0	2	2	0	0	0	673	//전설의방패
193	-1	6	12	0	0	0	2	2	0	0	0	673	//브론즈방패
193	-1	6	13	0	0	0	2	2	0	0	0	673	//드라곤방패
193	-1	8	13	0	0	0	0	2	0	0	0	673	//정령갑옷
193	-1	7	92	0	0	0	0	2	0	0	0	673	//그루힐헬멧
193	-1	8	92	0	0	0	0	2	0	0	0	673	//그루힐갑옷
193	-1	9	92	0	0	0	0	2	0	0	0	673	//그루힐바지
193	-1	11	92	0	0	0	0	2	0	0	0	673	//그루힐부츠
193	-1	7	9	0	0	0	0	2	0	0	0	673	//철판헬멧
193	-1	8	9	0	0	0	0	2	0	0	0	673	//철판갑옷
193	-1	9	9	0	0	0	0	2	0	0	0	673	//철판바지
193	-1	7	25	0	0	0	0	2	0	0	0	673	//라운드마스크
193	-1	8	25	0	0	0	0	2	0	0	0	673	//라운드갑옷
193	-1	9	25	0	0	0	0	2	0	0	0	673	//라운드바지
193	-1	11	25	0	0	0	0	2	0	0	0	673	//라운드부츠
193	-1	7	3	0	0	0	0	2	0	0	0	673	//전설의헬멧
193	-1	8	3	0	0	0	0	2	0	0	0	673	//전설의갑옷
193	-1	10	3	0	0	0	0	2	0	0	0	673	//전설의장갑
193	-1	9	3	0	0	0	0	2	0	0	0	673	//전설의바지
193	-1	11	3	0	0	0	0	2	0	0	0	673	//전설의부츠
193	-1	7	40	0	0	0	0	2	0	0	0	673	//레드윙헬멧
193	-1	8	40	0	0	0	0	2	0	0	0	673	//레드윙갑옷
193	-1	10	40	0	0	0	0	2	0	0	0	673	//레드윙장갑
193	-1	9	40	0	0	0	0	2	0	0	0	673	//레드윙바지
193	-1	11	40	0	0	0	0	2	0	0	0	673	//레드윙부츠
193	-1	7	14	0	0	0	0	2	0	0	0	673	//수호헬멧
193	-1	8	14	0	0	0	0	2	0	0	0	673	//수호갑옷
193	-1	10	14	0	0	0	0	2	0	0	0	673	//수호장갑
193	-1	9	14	0	0	0	0	2	0	0	0	673	//수호바지
193	-1	11	14	0	0	0	0	2	0	0	0	673	//수호부츠
193	-1	7	59	0	0	0	0	2	0	0	0	673	//세크리드파이어투구
193	-1	9	59	0	0	0	0	2	0	0	0	673	//세크리드파이어바지
193	-1	11	59	0	0	0	0	2	0	0	0	673	//세크리드파이어부츠
193	-1	7	1	0	0	0	0	2	0	0	0	673	//드라곤투구
193	-1	8	1	0	0	0	0	2	0	0	0	673	//드라곤갑옷
193	-1	10	1	0	0	0	0	2	0	0	0	673	//드라곤장갑
193	-1	9	1	0	0	0	0	2	0	0	0	673	//드라곤바지
193	-1	11	1	0	0	0	0	2	0	0	0	673	//드라곤부츠
193	-1	10	26	0	0	0	0	2	0	0	0	673	//다크소울장갑
193	-1	11	26	0	0	0	0	2	0	0	0	673	//다크소울부츠
193	-1	10	93	0	0	0	0	2	0	0	0	673	//프린시장갑
193	-1	10	34	0	0	0	0	2	0	0	0	673	//애쉬크로우장갑
193	-1	10	35	0	0	0	0	2	0	0	0	673	//이클립스장갑
193	-1	10	36	0	0	0	0	2	0	0	0	673	//아이리스장갑
193	-1	10	41	0	0	0	0	2	0	0	0	673	//에이션트장갑
193	-1	11	60	0	0	0	0	2	0	0	0	673	//스톰자하드부츠
193	-1	13	23	0	0	0	0	0	2	0	0	673	//바람의반지
193	-1	13	27	0	0	0	0	0	2	0	0	673	//물의목걸이
193	-1	13	24	0	0	0	0	0	2	0	0	673	//마법의반지
193	-1	13	28	0	0	0	0	0	2	0	0	673	//기술의목걸이
193	-1	15	14	0	0	0	0	0	0	0	0	100	//텔레키네시스법서
193	-1	12	18	0	0	0	0	0	0	0	0	100	//아이스애로우구슬
193	-1	15	26	0	0	0	0	0	0	0	0	100	//위크니스양피지
193	-1	15	17	0	0	0	0	0	0	0	0	100	//서든아이스법서
193	-1	15	27	0	0	0	0	0	0	0	0	100	//이너베이션양피지
193	-1	12	277	0	0	0	0	0	0	0	0	100	//브래쉬스크롤
193	-1	14	40	0	0	0	0	0	0	0	0	100	//큰복합물약
193	-1	13	173	0	0	0	0	0	0	0	0	1000	//궁극의고리+0
193	-1	13	173	0	0	0	0	0	1	0	0	450	//궁극의고리+0 (자생)
193	-1	13	175	0	0	0	0	0	0	0	0	1000	//수호자보호반지+0
193	-1	13	175	0	0	0	0	0	1	0	0	450	//수호자보호반지+0 (자생)
193	-1	13	176	0	0	0	0	0	0	0	0	1000	//보호반지+0
193	-1	13	176	0	0	0	0	0	1	0	0	450	//보호반지+0 (자생)
//이시스4 엑설런트													
193	-1	1	4	0	0	0	0	2	0	1	0	3	//요정도끼
193	-1	1	5	0	0	0	0	2	0	1	0	3	//전투도끼
193	-1	1	6	0	0	0	0	2	0	1	0	3	//니케아도끼
193	-1	2	2	0	0	0	0	2	0	1	0	3	//철퇴
193	-1	4	10	0	0	0	0	2	0	1	0	3	//아큐버스
193	-1	4	3	0	0	0	0	2	0	1	0	3	//전투활
193	-1	4	11	0	0	0	0	2	0	1	0	3	//빛의석궁
193	-1	0	6	0	0	0	0	2	0	1	0	3	//그라디우스
193	-1	0	7	0	0	0	0	2	0	1	0	3	//펄션
193	-1	0	8	0	0	0	0	2	0	1	0	3	//서펜트볼그
193	-1	0	9	0	0	0	0	2	0	1	0	3	//샐러멘더검
193	-1	0	5	0	0	0	0	2	0	1	0	3	//블레이드
193	-1	3	6	0	0	0	0	2	0	1	0	3	//도끼창
193	-1	3	1	0	0	0	0	2	0	1	0	3	//창
193	-1	3	3	0	0	0	0	2	0	1	0	3	//큰삼지창
193	-1	3	7	0	0	0	0	2	0	1	0	3	//버디슈
193	-1	3	17	0	0	0	0	2	0	1	0	3	//프릭클랜스
193	-1	5	2	0	0	0	0	2	0	1	0	3	//독사지팡이
193	-1	5	14	0	0	0	0	2	0	1	0	3	//미스터리스틱
193	-1	6	3	0	0	0	0	2	0	1	0	3	//요정방패
193	-1	6	9	0	0	0	0	2	0	1	0	3	//철판방패
193	-1	6	7	0	0	0	0	2	0	1	0	3	//스파이크방패
193	-1	6	5	0	0	0	0	2	0	1	0	3	//드래곤슬레이어방패
193	-1	7	91	0	0	0	0	2	0	1	0	2	//로우버스트헬멧
193	-1	8	91	0	0	0	0	2	0	1	0	2	//로우버스트갑옷
193	-1	9	91	0	0	0	0	2	0	1	0	2	//로우버스트바지
193	-1	8	4	0	0	0	0	2	0	1	0	3	//뼈갑옷
193	-1	9	4	0	0	0	0	2	0	1	0	3	//뼈바지
193	-1	8	11	0	0	0	0	2	0	1	0	3	//실크갑옷
193	-1	7	6	0	0	0	0	2	0	1	0	3	//비늘헬멧
193	-1	8	6	0	0	0	0	2	0	1	0	3	//비늘갑옷
193	-1	10	6	0	0	0	0	2	0	1	0	3	//비늘장갑
193	-1	9	6	0	0	0	0	2	0	1	0	3	//비늘바지
